"Ompv hier au Smug's du lac nouveaux plats nouveaux goûts nouvelles recettes chez smug s on a été gâtés pour vous 😉
1 burger french kiss super super bon (parmesan,roquette,champignon)a 15dt et un US sandwich poulet avec sauce cheese top prix 8 dt Les boissons frappucino 5,5 et
Fresh sorbet 5,5";['Imen Touili', '', 'Sonia Soua', '', 'Mouna Dadou', '', 'Ghada Habib Dalhoum', '', 'Mouhamed Abid', '', ',Mehrez Abbassi', '', 'to93dou testannéw barsha aman ?', '', 'Miaaaaam', '', 'Atef Zaibi', '', 'Omar El Hout', '']
"OMPV la fameuse farm crépe avc sauce béchamel champignon fromage thon a 8900 gout succulent + mojito a 5900
""Smug's lac the best"" sans oublier l'acceuil du staff ..benna 💖";['Elyes', '', 'Ça donne envie', '', 'Shoushy Shayma', '', 'Yesmine Labidi', '', 'Houssem Rhimi', '', 'Mohamed Rekik', '', 'Sahar Landoulsi', '', 'Arbia Chahbi lazmetna ka3ba hakka', '', 'Nourhéne Ben Bouzid', '', 'Hédi Kamoun', '']
Smug's lac 1 après une petite dérive change de menu et lance un nouveau menu fort sympatique;"[""Amel Ben's Hadhemi Sliti Mariem Ben Said hata hedha ma3andek mat9oul zeda"", '', 'DhikraDhikra Ghozzi Mona Gh Sr', '', 'Imen Emy', '', 'Maher Hassyaoui', '', ""Samy tu vois, on s'est fait arnaqué à Smugs Marsa !!!!"", '', ""désolé la note 8.5 /10 c'est trop exagéré, la qualité dernièrement est devenue très mediocre, le service est catastrophique et très très lent, surtout pendant les pauses déj; ena n5dem juste à coté, konet nemchi au moins 3 fois par semaine et a chaque fois nendem w nrawah deçue, et aujourd'hui ca sera la derniere fois inchallah , après 2 ou 3 fois salade bel trab, et Brunch avec des fruits fessdine , malgré les excuses des gérants (kol mara wehed) mais rien n'a changé"", '', 'Mehdi Béjaoui', '', 'Lina Kamoun', '', 'Zeineb Soltani Safa Abdel 😐', '', 'Rahma Litaiem', '']"
"Ompv hier un big daddy burger a smug's lac
Avec Du bacon super bon😍prix 14 dt je pense
Bon service";"['Mohamed Haithem Karoui', '', 'Amine Chaari', '', 'Brabi smug s lac win exactement !!??? Saha et merci', '', 'Bonnie Parker Barrow que 14 dt \U0001f928😍\U0001f928', '', 'Dalel Mouelhi', '', 'Sinda Jawadi', '', 'Wided miiiiamm', '', 'Mira Wennich', '', 'Saha, bechfaa', '', ""sa7a w bechfè lik :) wow vrmt ichahi fil tof j'espère que le gout aussi ;) c où exact stp !!"", '']"
On n'a rien MPV hier soir à smug's la Marsa. On avait commandé un sandwich et un burger. 40 min d'attente et toujours rien😡 qd a demandé au serveur si ça sera encore long, à chaque fois i9olna haw c'est bon 7adher. Bref, On a dû quitter les lieux et le pire aucune excuse de la part du gérant qui nous voyait partir. Dommage...;"['!!!!!!!!!!!!!!!!!!!!!', '', ""Je confirme, ils commencent vraiment à faire du n'importe quoi à smug's et surtout au lac, l'équipe du matin est vraiment une bande d'amateurs mal élevé !!!"", '', 'Too bad!', '', ""Et puis vraiment les prix ne sont pas justes .. c'est trop cher .. on peut manger beaucoup mieux a des endroits pareils avec des prix moins chers.."", '', 'كانو يشكرو فيه', '', ""Diiiiiiiimaaaa haka Smug's c'est graaave!!! Fil Lac koool manemchi nadhreb 7 snin nestana fil commande hata ki yebda feregh 😡"", '']"
Ompv au smugs la marsa un excellent petit d j, brunch, dejeuner appelez le comme vous voulez mais c'était hyper bon et le personnel accueillant! Je vous recommande le menu The Generous pour 2 et même 3 personnes 👌;"['Le prix svp ?', '', 'Je serai la 3ème personne volontiers 😂😍', '', 'Wafa Bakhti Ben Houcine', '', 'Le dernier brunch que j’ai eu avec une amie de chez smug’s (ennassr) , était à 19,900dt c’était en 2015 et le plus cher brunch au menu ! Sinon je préfère qu’on sépare le sucré et le salé dans l’assiette !\nSaha ✌️🤗', '', ""Dina M'sekni"", '', 'Emna mara jeya na5ltou 😜😜', '']"
"OMPV aujourdhui un big smug's brunch chez #Smugs_la_marsa j’étais bien accueilli là
un endroit sympa avec bq des surprise .. <3
mercii smugs la marsa , a la prochaine !
c'est a visité <3";['Maryem Tahri', '', 'Chayma Younes hedhaaa!!!!', '', 'Slt, win fel marsa exactement? Merci', '', 'Chamekh Mohamed so !!', '', 'Par contre dimanche le service était catastrophique', '', 'Mohamed Haithem Karoui', '', '3lik wa3la freddo lac 2\n#freddolac2', '', 'Med Amine Ben Brahim', '', 'Beaucoup de surprises 😂😂 ça sent la pub là 🤔', '', 'Maiya Tebourski', '']
"Ompv au smug’s du lac1 ,2 brunchs super bon
1 generous pour 2 personnes top
1 mighty morning sucré/salé je note 9/10
Service rapide ,ambiance sympa";['Nizar', '', 'Stoufa El Mehdi', '', 'Sahaaaa', '', '.', '', 'Khouloud Amara Noussa Hajji NaïMa MaNsouri', '', 'Donia Ben Larbi 😍', '', 'Soumaya Fredj', '', 'Arbia Meskini smug kotlik alih', '', 'Salma Kefi Fatma Kefi a essayer hihihi', '', 'Abassi Radhouane', '']
Bonjour , on a testé pour vous la nouvelle carte au smug's la marsa un vrai délice Je vous le recommande la quantité est généreuse bon rapport qualité prix . Tacos spicy coco a 9dt500/ chiken salade a 9dt900/ hamburger french kiss à 15dt900.;"['Chelbi Amal jareb w 9oli :p', '', 'Oui je confirme .. trop bonne bouffe', '', ""Smug's meilleur rapport qualité prix je confirme... sa7a zoch"", '', 'Maha Akrout aya kifeeeeeh ??', '', 'Rania Ben Mansour', '']"
"Ompv à smug's lac1
2 tacos
1 Crispy chiken9.5dtet 1 beef 10 dt
Un pur délice prix 😍";['Asma Sahli', '', 'Sarra Agoubi', '', 'Nesrine Bougobba', '', 'Rihab ZouaghiMonia Monika', '', 'Hedha lundi sans discussion', '']
