Les formules p'tit-déj à Smug's sont tout simplement exceptionnels !!!;"['Marra j ai pris une formule contenant café jus w pancake .. l pancakes sont nuuuuls .. jus kiwi banane fih 9rouseya w café crème feha baaaaaarcha mousse !!', '', 'Bon, nous on a essayé 3 différentes formules et tout était super !', '', 'vu les avis contradictoires je propose aux admins de la page de me payer un petit dej pour trancher', '', ""smug's ennasser brjoulia y3ayf :/"", '', 'Bah moi je pense tout le contraire ! ;)', '', 'hhhhhhhhhhh Issam Ghanem', '']"
Les formules p'tit-déj à Smug's sont tout simplement exceptionnels !!!;"['Marra j ai pris une formule contenant café jus w pancake .. l pancakes sont nuuuuls .. jus kiwi banane fih 9rouseya w café crème feha baaaaaarcha mousse !!', '', 'Bon, nous on a essayé 3 différentes formules et tout était super !', '', 'vu les avis contradictoires je propose aux admins de la page de me payer un petit dej pour trancher', '', ""smug's ennasser brjoulia y3ayf :/"", '', 'Bah moi je pense tout le contraire ! ;)', '', 'hhhhhhhhhhh Issam Ghanem', '']"
J'ai mangé pour vous ce délicieux petit déjeuner a smug's endroit très agréable à l'intérieur comme à l'extérieur , Comment vous dire, c'était du grand art. Un seul mot DÉLICIEUX... le pancake plus que parfait;"[""Bonjour smug's mta3 nasr svp"", '', 'Malék B-Hamida', '', 'Prix', '', 'Abir Riãhï', '', 'Abir Khelifi', '', 'Be9adech formule pour deux personnes', '', 'Izdihar Zoudi', '', 'Kawther Bennyedder', '', 'Mohamed Sabri Sliti', '']"
J'ai mangé pour vous ce délicieux petit déjeuner a smug's endroit très agréable à l'intérieur comme à l'extérieur , Comment vous dire, c'était du grand art. Un seul mot DÉLICIEUX... le pancake plus que parfait;"[""Bonjour smug's mta3 nasr svp"", '', 'Malék B-Hamida', '', 'Prix', '', 'Abir Riãhï', '', 'Abir Khelifi', '', 'Be9adech formule pour deux personnes', '', 'Izdihar Zoudi', '', 'Kawther Bennyedder', '', 'Mohamed Sabri Sliti', '']"
OMPV a smug's la marsa un délicieux petit dej...je vous le conseil 3al leeeekher 😎😎😎;"['Prix svp ?', '', "":'("", '', 'Miam miam ça l air succulent et surtout avec la bonne compagnie Maryem Ben Ammar ✌❤', '', '', '']"
OMPV a smug's la marsa un délicieux petit dej...je vous le conseil 3al leeeekher 😎😎😎;"['Prix svp ?', '', "":'("", '', 'Miam miam ça l air succulent et surtout avec la bonne compagnie Maryem Ben Ammar ✌❤', '', '', '']"
Smug's ou Hermès ou Versailles café ou la luna ou via vai pour un petit dej à ennasr?;"['Saisons des Roses', '', ""smug's 3al 7it la luna moyenne et via vai service toooop mekla top le seul inconvenient yesser tet3aba"", '', 'Saison des roses nasser', '', 'Hermès tayara barcha', '', 'et pour un petit dejeuner ou brunch au lac?!', '', 'Errasmi smug qualité meilleure que les autres ama dommage pour le cadre!!', '', 'Versailles café ;)', '', 'Cafe laarousi devant station 32 lafayette the best', '']"
Smug's ou Hermès ou Versailles café ou la luna ou via vai pour un petit dej à ennasr?;"['Saisons des Roses', '', ""smug's 3al 7it la luna moyenne et via vai service toooop mekla top le seul inconvenient yesser tet3aba"", '', 'Saison des roses nasser', '', 'Hermès tayara barcha', '', 'et pour un petit dejeuner ou brunch au lac?!', '', 'Errasmi smug qualité meilleure que les autres ama dommage pour le cadre!!', '', 'Versailles café ;)', '', 'Cafe laarousi devant station 32 lafayette the best', '']"
smug's ennasr c où exactement svp;['m9abel via vai', '', 'tout juste à coté de café Sidi Bou Said', '']
smug's ennasr c où exactement svp;['m9abel via vai', '', 'tout juste à coté de café Sidi Bou Said', '']
Smug's : Merci pour l'accueil et le service c'est formidable et merci pour le chaleureux accueil de toute l'équipe;"['sa7a, le nom et prix des plats stp', '', 'C où svp?', '', ""J'ai mangé la pire crêpe de ma vie a Smug's..."", '', 'les pizzas et les salades sont très délicieuses aussi ;)', '', 'Skander Ben Ali', '', ""Smug's a naser pret de sidi bou bienvenue chez ns ;)"", '']"
Smug's : Merci pour l'accueil et le service c'est formidable et merci pour le chaleureux accueil de toute l'équipe;"['sa7a, le nom et prix des plats stp', '', 'C où svp?', '', ""J'ai mangé la pire crêpe de ma vie a Smug's..."", '', 'les pizzas et les salades sont très délicieuses aussi ;)', '', 'Skander Ben Ali', '', ""Smug's a naser pret de sidi bou bienvenue chez ns ;)"", '']"
OMPV la fameuse big smug's pizza et un Tacos poulet...toujours aussi BONS!;['La pizza est a 22dt mais il faut 2 personnes pour pouvoir la terminer! Le tacos est a 10d500!!', '', 'Bon la pizza est une combinaison entre un hambuger et une pizza carnivore avec un kilo de mozzarella !! Oui i tacos ychaba3 mli7!!', '', 'Adnane Boubaker', '']
OMPV la fameuse big smug's pizza et un Tacos poulet...toujours aussi BONS!;['La pizza est a 22dt mais il faut 2 personnes pour pouvoir la terminer! Le tacos est a 10d500!!', '', 'Bon la pizza est une combinaison entre un hambuger et une pizza carnivore avec un kilo de mozzarella !! Oui i tacos ychaba3 mli7!!', '', 'Adnane Boubaker', '']
J'ai bu pour vous un speculoos coffé avec une très grande délectation!!! C'est un délice jamais goûter mieux @smug´s Ennasr. Je vous le conseille :);"[""Sa77a\nC où exactement smug's?"", '']"
J'ai bu pour vous un speculoos coffé avec une très grande délectation!!! C'est un délice jamais goûter mieux @smug´s Ennasr. Je vous le conseille :);"[""Sa77a\nC où exactement smug's?"", '']"
"OMPV 😄2 #big smug's burger pr 4 personnes et la surprise💖💖 le fameux #BIG mojito 😀#offre à ne pas rater je vs conseille d'y aller👌👍 ..
(2 big smug's ==> un #big mojito gratuit)
un grand #merci pr l'accueil chaleureux et tte l'équipe #Smug's #Ennasr ❤
#Skan #Mario 😄";"['c ouu ??', '', ""Ghada tu tourne avec la mosquée à droite tu avance et c'est sur ta gauche"", '', 'Win blasto w esmo?', '', ""bellahi 7a9 hedha el koll mouch ken mchit chrit sabgha behia 5ir melli boudourou elli 3amlet'ha"", '', 'Soumaya Rezgui Hë Ňđ', '', 'Sofiene Mimouni\nStp !!', '', 'Wala Hannachi', '', 'Malek Rgg njarbohhaa?', '']"
